training_block.thisN,key_resp_21.rt,prod_image2_location,key_resp_23.rt,key_resp_19.keys,alt_image2_location,key_resp_4.keys,textbox_5.text,pretraining_plus_test.thisN,session,pretraining_loop.ran,stem,participant,file,key_resp_22.keys,key_resp_9.keys,demo_info.thisTrialN,key_resp_3.rt,key_resp_31.rt,textbox_7.text,alt_image2_size,forced_choice_block.thisN,prod_resp.text,__participant,production_block.thisN,production_block.ran,comp_label2_location,consent_resp_5.keys,key_resp_22.rt,key_resp_31.keys,test_loop.thisRepN,comp_image_location,suffix,prod_label,consent_resp_3.keys,consent_resp_2.rt,consent_resp_6.keys,key_resp_9.rt,image1,production_block.thisTrialN,key_resp_4.rt,pretraining_loop.thisN,key_resp_16.keys,key_resp_10.rt,prod_image2,consent_resp_6.rt,psychopyVersion,training_block.thisTrialN,pretraining_loop.thisIndex,production_block.thisIndex,pretraining_plus_test.ran,test_loop.thisIndex,image_size,key_resp_18.keys,consent_resp_4.rt,key_resp_26.rt,pretraining_loop.thisRepN,label,key_resp_20.rt,filepath,pretraining_plus_test.thisIndex,key_resp_3.keys,key_resp_20.keys,test_loop.thisN,prod_image2_size,key_resp_19.rt,training_block.thisRepN,frameRate,prod_condition,label1,pretraining,image_location,demo_info.ran,key_resp_23.keys,production_block.thisRepN,alt_image2,key_resp_15.keys,key_resp_16.rt,demo_info.thisIndex,key_resp_27.keys,alt_image1_location,comp_label1_location,suffix1,key_resp_21.keys,textbox_10.text,__session,key_resp_17.rt,demo_info.thisRepN,key_resp_13.rt,experiment_start_resp.rt,key_resp_11.rt,pretraining_loop.thisTrialN,alt_image1_size,training_block.thisIndex,key_resp_26.keys,forced_choice_block.thisTrialN,key_resp_28.rt,key_resp_14.keys,key_resp_30.rt,key_resp_29.keys,__datetime,consent_resp_5.rt,comp_condition_suffix,OS,comp_condition_stem,__experimentName,key_resp_13.keys,consent_resp_2.keys,key_resp_15.rt,key_resp_14.rt,key_resp_30.keys,experiment_start_resp.keys,pretraining_plus_test.thisRepN,stem_filename,label2,key_resp_27.rt,training_block.ran,comp_image,date,textbox_6.text,textbox_9.text,key_resp_10.keys,key_resp_29.rt,condition,key_resp_28.keys,test_loop.ran,alt_image1,consent_resp_3.rt,demo_info.thisN,consent_resp.rt,forced_choice_block.ran,forced_choice_block.thisRepN,comp_image_size,consent_resp_4.keys,key_resp_5.keys,pretraining_plus_test.thisTrialN,expName,suffix2,key_resp_5.rt,test_loop.thisTrialN,key_resp_18.rt,consent_resp.keys,forced_choice_block.thisIndex,key_resp_11.keys,key_resp_17.keys,textbox.text,prod_image1
﻿118,,,,,,,,,001,,vorke,58885,10_dim_sg.PNG,,,,,,vorkenem,,,,181967,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,10,,,,,"['0.20', '0.20']","[""v"",""o"",""r"",""k"",""e"",""n"",""e"",""m"",""return""]",,,,vorkenem,,stems_all/10_dim_sg.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,9,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,10,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.4848000001907167,2.845200000286013,3.0010999999044543,3.21349999999984,3.3653000001907003,3.7483000001907385,4.010900000095262,4.168900000095391,4.564900000095349]",,,,,,
﻿119,,,,,,,,,001,,chool,58885,7_dim_sg.PNG,,,,,,choolnem,,,,181967,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,11,,,,,"['0.20', '0.20']","[""c"",""h"",""o"",""o"",""l"",""n"",""e"",""m"",""return""]",,,,choolnem,,stems_all/7_dim_sg.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,6,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,7,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.5828000001909004,1.7641000003816316,2.0602000002861587,2.2122000002862023,2.3988000001909313,2.679700000286175,2.828900000095473,3.108500000000049,3.429500000000189]",,,,,,
﻿120,,,,,,,,,001,,bal,58885,1_2.PNG,,,,,,baldan,,,,181967,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,12,,,,,"['0.35', '0.35']","[""b"",""a"",""l"",""s"",""backspace"",""d"",""a"",""n"",""return""]",,,,baldan,,stems_all/1_2.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,14,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,1,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.1255000000001019,1.2382000002862696,1.4319000000955384,1.7787000002861078,4.86730000019088,5.0103000001909095,5.096100000381512,5.443800000190777,5.828400000095371]",,,,,,
﻿121,,,,,,,,,001,,osto,58885,9_dim_sg.PNG,,,,,,ostonem,,,,181967,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,13,,,,,"['0.20', '0.20']","[""o"",""s"",""t"",""o"",""n"",""e"",""m"",""return""]",,,,ostonem,,stems_all/9_dim_sg.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,8,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,9,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[9.455500000000029,9.554499999999962,9.70719999980929,9.837599999904796,10.37350000000015,11.146699999809243,11.291699999809225,11.764300000190815]",,,,,,
﻿122,,,,,,,,,001,,berko,58885,2_2.PNG,,,,,,berkodan,,,,181967,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,14,,,,,"['0.35', '0.35']","[""b"",""e"",""r"",""k"",""o"",""d"",""a"",""n"",""return""]",,,,berkodan,,stems_all/2_2.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,16,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.3498999996186285,2.401500000000169,2.5105000000000928,2.6423999996186467,2.8630000000000564,3.0320999999046307,3.1672999997140323,3.3371999998093997,3.7400999999047144]",,,,,,
﻿123,,,,,,,,,001,,berko,58885,2_dim_sg.PNG,,,,,,berkoshoon,,,,181967,,,,,,,,,shoon,,,,,,,,,,,,,,2022.2.5,15,,,,,"['0.20', '0.20']","[""b"",""e"",""r"",""k"",""o"",""s"",""h"",""o"",""o"",""n"",""return""]",,,,berkoshoon,,stems_all/2_dim_sg.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,34,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[10.409899999618574,10.517499999999927,10.583899999618552,10.720699999809312,10.912000000000035,11.499599999904603,11.70399999999995,12.032799999713916,12.168899999618588,12.355899999618487,12.986799999713867]",,,,,,
﻿124,,,,,,,,,001,,kora,58885,3_2.PNG,,,,,,koradan,,,,181967,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,16,,,,,"['0.35', '0.35']","[""k"",""o"",""r"",""a"",""d"",""a"",""n"",""return""]",,,,koradan,,stems_all/3_2.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,23,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[3.2038999996186703,3.4175999999047235,3.6068999996186903,3.679299999713976,3.921000000000049,4.034899999618574,4.170699999809358,4.463599999904773]",,,,,,
﻿125,,,,,,,,,001,,bani,58885,6_dim_sg.PNG,,,,,,baninem,,,,181967,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,17,,,,,"['0.20', '0.20']","[""b"",""a"",""n"",""i"",""n"",""e"",""m"",""return""]",,,,baninem,,stems_all/6_dim_sg.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,5,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,6,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[3.598400000095353,3.7360999999045816,3.8365000000001146,4.037799999714025,4.234199999809334,4.3659000000955075,4.48169999980928,4.7787999997140105]",,,,,,
﻿126,,,,,,,,,001,,bal,58885,1_2.PNG,,,,,,baldan,,,,181967,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,18,,,,,"['0.35', '0.35']","[""b"",""a"",""l"",""d"",""a"",""n"",""return""]",,,,baldan,,stems_all/1_2.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,13,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,1,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.3307999997139177,2.4397999997138413,2.6315999999046653,2.7035000000000764,2.7974999999999,2.9127999997137977,3.2047999997139414]",,,,,,
﻿127,,,,,,,,,001,,berko,58885,2_dim_sg.PNG,,,,,,berkoshoon,,,,181967,,,,,,,,,shoon,,,,,,,,,,,,,,2022.2.5,19,,,,,"['0.20', '0.20']","[""b"",""e"",""r"",""k"",""o"",""s"",""h"",""o"",""o"",""n"",""return""]",,,,berkoshoon,,stems_all/2_dim_sg.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,28,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.5354999999999563,2.6355000000000928,2.7180000000000746,2.8364000000954093,3.0358000001906476,3.546000000000049,3.734300000190842,3.97790000009536,4.108699999809232,4.3011999998093415,4.6375000000000455]",,,,,,
﻿128,,,,,,,,,001,,berko,58885,2_dim_sg.PNG,,,,,,berkonem,,,,181967,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,20,,,,,"['0.20', '0.20']","[""b"",""e"",""r"",""k"",""o"",""n"",""e"",""m"",""return""]",,,,berkonem,,stems_all/2_dim_sg.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,1,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.441699999809316,1.5460000000000491,1.632699999809347,1.7107999997140269,1.9340999999046744,2.3091999998093797,2.432799999714007,2.5368999996185266,2.796500000000151]",,,,,,
﻿129,,,,,,,,,001,,bal,58885,1_2.PNG,,,,,,baldan,,,,181967,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,21,,,,,"['0.35', '0.35']","[""b"",""a"",""l"",""d"",""a"",""n"",""return""]",,,,baldan,,stems_all/1_2.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,12,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,1,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.1830999999044707,1.263699999809205,1.5027999997137158,2.3374999999998636,2.437900000095169,2.577900000095269,2.9061999998091324]",,,,,,
﻿130,,,,,,,,,001,,berko,58885,2_2.PNG,,,,,,berkosil,,,,181967,,,,,,,,,sil,,,,,,,,,,,,,,2022.2.5,22,,,,,"['0.35', '0.35']","[""b"",""backspace"",""backspace"",""b"",""e"",""r"",""k"",""o"",""s"",""i"",""l"",""return""]",,,,berkosil,,stems_all/2_2.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,31,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.27800000000002,1.907299999713814,2.067299999713896,2.600500000000011,2.7035999999045544,2.800900000095453,2.943099999904689,3.1304999999999836,3.2670000000000528,3.376400000095373,3.604000000000042,3.8404000000953147]",,,,,,
﻿131,,,,,,,,,001,,kora,58885,3_2.PNG,,,,,,korasil,,,,181967,,,,,,,,,sil,,,,,,,,,,,,,,2022.2.5,23,,,,,"['0.35', '0.35']","[""n"",""backspace"",""backspace"",""k"",""o"",""r"",""a"",""s"",""i"",""l"",""return""]",,,,korasil,,stems_all/3_2.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,32,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.6743999996183447,2.1992999997137304,2.363699999809114,2.7821999998091087,2.9789999999998145,3.16539999961833,3.298999999999978,3.5176999998091105,3.668999999999869,3.9295999999044398,4.325699999809103]",,,,,,
﻿132,,,,,,,,,001,,bal,58885,1_dim_sg.PNG,,,,,,balnem,,,,181967,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,24,,,,,"['0.20', '0.20']","[""b"",""a"",""l"",""n"",""e"",""m"",""return""]",,,,balnem,,stems_all/1_dim_sg.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,0,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,1,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.3689000000954366,1.5790999999046562,2.415000000000191,2.6678000001907094,2.7750999999047963,3.074599999904649,3.4431999998093943]",,,,,,
﻿133,,,,,,,,,001,,berko,58885,2_2.PNG,,,,,,berkosil,,,,181967,,,,,,,,,sil,,,,,,,,,,,,,,2022.2.5,25,,,,,"['0.35', '0.35']","[""k"",""backspace"",""backspace"",""b"",""e"",""r"",""k"",""o"",""s"",""i"",""l"",""return""]",,,,berkosil,,stems_all/2_2.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,25,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.2668000001908695,1.673699999809287,1.8300999999046326,2.233199999809358,2.465800000190711,2.5958000001908204,2.7416999998092706,2.89909999990482,3.1390999999046016,3.343400000095471,3.56509999990476,3.8619000000953747]",,,,,,
﻿134,,,,,,,,,001,,kora,58885,3_2.PNG,,,,,,koradan,,,,181967,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,26,,,,,"['0.35', '0.35']","[""b"",""num_subtract"",""num_subtract"",""backspace"",""backspace"",""backspace"",""backspace"",""backspace"",""k"",""o"",""r"",""a"",""d"",""a"",""n"",""return""]",,,,koradan,,stems_all/3_2.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,20,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.474200000286146,1.8775000000000546,2.0558000001908567,2.8043000001907785,2.9615000000001146,3.210600000381419,3.3338000001908767,3.4379000000953965,3.8523000001907803,4.035000000000082,4.168300000190811,4.537400000095431,4.805600000381446,4.935200000286159,5.105700000286106,5.417100000381424]",,,,,,
﻿135,,,,,,,,,001,,bal,58885,1_dim_sg.PNG,,,,,,balshoon,,,,181967,,,,,,,,,shoon,,,,,,,,,,,,,,2022.2.5,27,,,,,"['0.20', '0.20']","[""b"",""a"",""l"",""s"",""h"",""r"",""o"",""backspace"",""backspace"",""o"",""o"",""n"",""return""]",,,,balshoon,,stems_all/1_dim_sg.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,27,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,1,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.24149999999986,2.3775000000000546,2.5480999999044798,2.839999999999918,3.0402000002859495,3.204200000286164,3.3798000001906985,4.275200000286077,4.416900000095438,5.177500000000009,5.330900000095426,5.565599999904634,5.897700000286022]",,,,,,
﻿136,,,,,,,,,001,,mero,58885,12_dim_sg.PNG,,,,,,meronem,,,,181967,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,28,,,,,"['0.20', '0.20']","[""m"",""e"",""r"",""o"",""n"",""e"",""m"",""return""]",,,,meronem,,stems_all/12_dim_sg.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,11,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,12,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.7786999998093052,1.979799999713805,2.2712999997138468,2.463899999618434,2.7351999998090832,2.8460999999044816,3.0333999996184957,3.4281999998092942]",,,,,,
﻿137,,,,,,,,,001,,bal,58885,1_2.PNG,,,,,,balsil,,,,181967,,,,,,,,,sil,,,,,,,,,,,,,,2022.2.5,29,,,,,"['0.35', '0.35']","[""b"",""a"",""l"",""s"",""i"",""l"",""return""]",,,,balsil,,stems_all/1_2.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,30,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,1,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.532000000000153,2.6677000002862314,2.8058000001908567,2.941800000190824,3.0686000003815934,3.2822000002861387,3.525200000286077]",,,,,,
﻿138,,,,,,,,,001,,nako,58885,4_dim_sg.PNG,,,,,,nakonem,,,,181967,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,30,,,,,"['0.20', '0.20']","[""n"",""a"",""k"",""o"",""n"",""e"",""m"",""return""]",,,,nakonem,,stems_all/4_dim_sg.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,3,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,4,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.5414000000953365,2.63090000009538,2.8027000002862223,3.013800000190713,3.4018000001908604,3.513500000000022,3.6322000002860477,3.9605000000001382]",,,,,,
﻿139,,,,,,,,,001,,berko,58885,2_2.PNG,,,,,,berkodan,,,,181967,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,31,,,,,"['0.35', '0.35']","[""b"",""e"",""r"",""k"",""o"",""d"",""a"",""n"",""return""]",,,,berkodan,,stems_all/2_2.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,17,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[9.208999999999833,9.669699999809154,9.767599999904633,9.898500000000013,10.06659999990461,10.413000000000011,10.533799999713892,10.671099999904527,10.948299999713754]",,,,,,
﻿140,,,,,,,,,001,,bal,58885,1_2.PNG,,,,,,balsil,,,,181967,,,,,,,,,sil,,,,,,,,,,,,,,2022.2.5,32,,,,,"['0.35', '0.35']","[""b"",""a"",""l"",""s"",""i"",""l"",""return""]",,,,balsil,,stems_all/1_2.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,24,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,1,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.3500000000001364,2.4413000001909495,2.632099999904767,2.7465000000001965,2.897300000190853,3.084699999809345,3.338699999809478]",,,,,,
﻿141,,,,,,,,,001,,kora,58885,3_2.PNG,,,,,,koradan,,,,181967,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,33,,,,,"['0.35', '0.35']","[""k"",""o"",""r"",""a"",""d"",""a"",""n"",""return""]",,,,koradan,,stems_all/3_2.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,22,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.1965000000000146,2.367199999809145,2.500099999904478,2.6338999996185066,2.830500000000029,2.931099999904518,3.068499999999858,3.397299999713823]",,,,,,
﻿142,,,,,,,,,001,,kora,58885,3_dim_sg.PNG,,,,,,korashoon,,,,181967,,,,,,,,,shoon,,,,,,,,,,,,,,2022.2.5,34,,,,,"['0.20', '0.20']","[""k"",""o"",""r"",""a"",""s"",""h"",""o"",""o"",""n"",""return""]",,,,korashoon,,stems_all/3_dim_sg.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,29,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[0.9071999998091087,1.1010999999045907,1.2371999998092633,1.4356999998092306,2.2093999996184266,2.4817999997137576,2.732699999809256,2.869499999999789,3.0682999997138722,3.397199999809118]",,,,,,
﻿143,,,,,,,,,001,,kora,58885,3_2.PNG,,,,,,korasil,,,,181967,,,,,,,,,sil,,,,,,,,,,,,,,2022.2.5,35,,,,,"['0.35', '0.35']","[""k"",""o"",""r"",""a"",""s"",""i"",""l"",""return""]",,,,korasil,,stems_all/3_2.PNG,,,,,,,3,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,26,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.9419000000955293,2.1311999998092688,2.2404000000954056,3.106199999809405,3.4979000000955693,3.634900000095513,3.849699999809445,4.097699999809265]",,,,,,
﻿144,,,,,,,,,001,,berko,58885,2_2.PNG,,,,,,berkodan,,,,181967,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,0,,,,,"['0.35', '0.35']","[""b"",""e"",""r"",""k"",""o"",""d"",""a"",""n"",""return""]",,,,berkodan,,stems_all/2_2.PNG,,,,,,,4,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,16,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.4060999999046544,1.4680999999045525,1.5684999999998581,1.700399999618412,1.9065999999045289,2.2349999999999,2.3343999996184266,2.4808999996184866,2.8015000000000327]",,,,,,
﻿145,,,,,,,,,001,,berko,58885,2_dim_sg.PNG,,,,,,berkonem,,,,181967,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,1,,,,,"['0.20', '0.20']","[""b"",""e"",""r"",""k"",""o"",""n"",""e"",""m"",""return""]",,,,berkonem,,stems_all/2_dim_sg.PNG,,,,,,,4,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,1,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.1660999999046453,1.2664000000952456,1.3446999998091087,1.5048000001906985,1.7145000000000437,2.2974999999999,2.4099000000953765,2.5369000000953292,3.1629000000953056]",,,,,,
﻿146,,,,,,,,,001,,kora,58885,3_dim_sg.PNG,,,,,,korashoon,,,,181967,,,,,,,,,shoon,,,,,,,,,,,,,,2022.2.5,2,,,,,"['0.20', '0.20']","[""k"",""o"",""r"",""a"",""s"",""h"",""o"",""o"",""n"",""return""]",,,,korashoon,,stems_all/3_dim_sg.PNG,,,,,,,4,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,29,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[5.036599999904638,5.267099999904531,5.445099999904642,5.570499999999811,5.730900000095289,5.9014000000952365,6.111599999904456,6.269199999809189,6.469800000190617,7.518099999904507]",,,,,,
﻿147,,,,,,,,,001,,osto,58885,9_dim_sg.PNG,,,,,,ostonem,,,,181967,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,3,,,,,"['0.20', '0.20']","[""o"",""s"",""t"",""o"",""n"",""e"",""m"",""return""]",,,,ostonem,,stems_all/9_dim_sg.PNG,,,,,,,4,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,8,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,9,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.6341000003815225,1.9302000002860495,2.163300000190702,2.3314000000953,2.597500000000082,2.7324000000953674,2.847800000190773,3.1499000000953856]",,,,,,
﻿148,,,,,,,,,001,,kora,58885,3_2.PNG,,,,,,korasil,,,,181967,,,,,,,,,sil,,,,,,,,,,,,,,2022.2.5,4,,,,,"['0.35', '0.35']","[""k"",""o"",""r"",""a"",""s"",""i"",""l"",""return""]",,,,korasil,,stems_all/3_2.PNG,,,,,,,4,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,26,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,3,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.367300000190653,2.5473000001907167,2.6522000002860295,2.7757000002861787,2.9743000001908513,3.1334999999999127,3.3674000000953583,3.7155999999047253]",,,,,,
﻿149,,,,,,,,,001,,bal,58885,1_2.PNG,,,,,,baldan,,,,181967,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,5,,,,,"['0.35', '0.35']","[""b"",""a"",""l"",""d"",""a"",""n"",""return""]",,,,baldan,,stems_all/1_2.PNG,,,,,,,4,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,15,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,1,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.147400000095331,2.3060999999047453,2.5470000000000255,2.6704000000954693,2.7740000000001146,2.940799999714045,3.273400000095535]",,,,,,
﻿150,,,,,,,,,001,,berko,58885,2_dim_sg.PNG,,,,,,berkoshoon,,,,181967,,,,,,,,,shoon,,,,,,,,,,,,,,2022.2.5,6,,,,,"['0.20', '0.20']","[""b"",""e"",""r"",""k"",""o"",""s"",""h"",""o"",""o"",""n"",""return""]",,,,berkoshoon,,stems_all/2_dim_sg.PNG,,,,,,,4,30.030030030027405,,,,,,,,,,,,,,,,,,001,,,,,,,,34,,,,,,,2024-04-08_20h41.06.879,,,Win32,,generalizability_mini,,,,,,,,2,,,1,,2024-04-08_20h41.33.162,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.6051000003812987,2.7133000001906566,2.7672000002860386,2.9037000002861078,3.099999999999909,3.366600000381368,3.5804000000953238,3.8309000000951983,3.968100000381355,4.163800000190577,4.463999999999942]",,,,,,
